user_id,sleep_date,sleep_start_timestamp,sleep_end_timestamp,true_bedtime,true_waketime,bedtime_hour,waketime_hour,total_minutes_asleep,total_time_in_bed,total_sleep_records,minutes_stage1,minutes_stage2,minutes_stage3,percent_stage1,percent_stage2,percent_stage3,sleep_efficiency,user_bedtime_mean_hour,bedtime_variability_hour,sleep_quality_score
8378563200,4/18/2016,4/18/2016 0:00:00,4/18/2016 7:31:00,4/18/2016 0:00:00,4/18/2016 4:19:00,0,4,398,451,1,381,34,4,95.72864322,8.542713568,1.005025126,0.8824833703,1.111111111,-1.111111111,0.3420528362
8378563200,4/19/2016,4/19/2016 0:00:00,4/19/2016 7:01:00,4/19/2016 0:00:00,4/19/2016 4:21:00,0,4,387,421,1,384,21,5,99.2248062,5.426356589,1.291989664,0.919239905,1.111111111,-1.111111111,0.3582622892
8378563200,4/20/2016,4/20/2016 0:00:00,4/20/2016 6:49:00,4/20/2016 0:00:30,4/20/2016 4:20:30,0,4,381,409,1,396,21,1,103.9370079,5.511811024,0.2624671916,0.9315403423,1.111111111,-1.111111111,0.3521000584
8378563200,4/21/2016,4/21/2016 0:00:00,4/21/2016 6:57:00,4/21/2016 0:00:00,4/21/2016 4:19:00,0,4,396,417,1,449,12,4,113.3838384,3.03030303,1.01010101,0.9496402878,1.111111111,-1.111111111,0.3470568999
8378563200,4/22/2016,4/22/2016 0:00:00,4/22/2016 7:49:00,4/22/2016 0:00:00,4/22/2016 4:23:00,0,4,441,469,1,356,27,4,80.72562358,6.12244898,0.9070294785,0.9402985075,1.111111111,-1.111111111,0.4063559752
8378563200,4/23/2016,4/23/2016 0:00:00,4/23/2016 9:51:00,4/23/2016 0:00:00,4/23/2016 7:47:00,0,7,565,591,1,508,21,6,89.91150442,3.716814159,1.061946903,0.9560067682,1.111111111,-1.111111111,0.3980288397
8378563200,4/24/2016,4/24/2016 0:00:00,4/24/2016 8:12:00,4/24/2016 0:00:30,4/24/2016 7:04:30,0,7,458,492,1,533,32,6,116.3755459,6.986899563,1.310043668,0.9308943089,1.111111111,-1.111111111,0.3310256683
8378563200,4/25/2016,4/25/2016 0:00:00,4/25/2016 6:42:00,4/25/2016 0:00:30,4/25/2016 4:15:30,0,4,388,402,1,454,19,0,117.0103093,4.896907216,0,0.9651741294,1.111111111,-1.111111111,0.3450838591
8378563200,4/26/2016,4/26/2016 0:00:00,4/26/2016 9:44:00,4/26/2016 0:00:00,4/26/2016 6:06:00,0,6,550,584,1,522,42,14,94.90909091,7.636363636,2.545454545,0.9417808219,1.111111111,-1.111111111,0.3854321295
8378563200,4/27/2016,4/27/2016 0:00:00,4/27/2016 10:00:00,4/27/2016 0:00:00,4/27/2016 6:28:00,0,6,531,600,1,522,37,5,98.30508475,6.967984934,0.9416195857,0.885,1.111111111,-1.111111111,0.3381563089
8378563200,4/28/2016,4/28/2016 0:00:00,4/28/2016 9:16:00,4/28/2016 0:00:00,4/28/2016 6:20:00,0,6,506,556,1,518,46,5,102.3715415,9.090909091,0.9881422925,0.9100719424,1.111111111,-1.111111111,0.3452526516
8378563200,4/29/2016,4/29/2016 0:00:00,4/29/2016 9:22:00,4/29/2016 0:00:30,4/29/2016 6:13:30,0,6,527,562,1,469,19,3,88.9943074,3.605313093,0.569259962,0.9377224199,1.111111111,-1.111111111,0.386921877
8378563200,4/30/2016,4/30/2016 0:00:00,4/30/2016 9:15:00,4/30/2016 0:00:00,4/30/2016 7:17:00,0,7,468,555,1,434,84,21,92.73504274,17.94871795,4.487179487,0.8432432432,1.111111111,-1.111111111,0.3384245784
8792009665,4/13/2016,4/13/2016 0:00:00,4/13/2016 9:12:00,4/13/2016 1:18:00,4/13/2016 10:29:00,1,10,531,552,1,531,18,3,100,3.389830508,0.5649717514,0.9619565217,2.1,-1.1,0.3794338
8792009665,4/14/2016,4/14/2016 0:00:00,4/14/2016 8:23:00,4/14/2016 2:34:00,4/14/2016 10:56:00,2,10,486,503,1,486,17,0,100,3.497942387,0,0.9662027833,2.1,-0.1,0.37972167
8792009665,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:17:00,4/15/2016 3:17:00,4/15/2016 9:33:00,3,9,363,377,1,363,13,1,100,3.581267218,0.2754820937,0.9628647215,2.1,0.9,0.3788207613
8792009665,4/20/2016,4/20/2016 0:00:00,4/20/2016 9:07:00,4/20/2016 2:13:00,4/20/2016 11:19:00,2,11,528,547,1,528,15,4,100,2.840909091,0.7575757576,0.9652650823,2.1,-0.1,0.3821893524
8792009665,4/22/2016,4/22/2016 0:00:00,4/22/2016 6:47:00,4/22/2016 2:02:00,4/22/2016 8:48:00,2,8,391,407,1,391,12,4,100,3.069053708,1.023017903,0.9606879607,2.1,-0.1,0.380504848
8792009665,4/23/2016,4/23/2016 0:00:00,4/23/2016 6:00:00,4/23/2016 3:15:00,4/23/2016 9:14:00,3,9,339,360,1,339,20,1,100,5.899705015,0.2949852507,0.9416666667,2.1,0.9,0.366179941
8792009665,4/27/2016,4/27/2016 0:00:00,4/27/2016 7:08:00,4/27/2016 2:11:00,4/27/2016 9:18:00,2,9,423,428,1,423,5,0,100,1.182033097,0,0.988317757,2.1,-0.1,0.3929906542
8792009665,4/28/2016,4/28/2016 0:00:00,4/28/2016 6:56:00,4/28/2016 2:43:00,4/28/2016 9:38:00,2,9,402,416,1,402,11,3,100,2.736318408,0.7462686567,0.9663461538,2.1,-0.1,0.3827927669
8792009665,4/29/2016,4/29/2016 0:00:00,4/29/2016 6:46:00,4/29/2016 2:19:00,4/29/2016 9:04:00,2,9,398,406,1,398,6,2,100,1.507537688,0.5025125628,0.9802955665,2.1,-0.1,0.3901873902
8792009665,4/30/2016,4/30/2016 0:00:00,4/30/2016 6:00:00,4/30/2016 2:20:00,4/30/2016 8:19:00,2,8,343,360,1,343,15,2,100,4.373177843,0.583090379,0.9527777778,2.1,-0.1,0.3739990282
